junction_length	tpos	cond_pos	cond_all	cond_neg	test_pos	fpos	norm_mini	size_threshold	cut_off	para_pp	para_pw	radius	sample
72	72643	75317	1553203	1477886	72643	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
75	18352	18352	328455	310103	18352	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
76	0	0	0	0	0	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
78	132571	132572	773146	640574	132571	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
81	5138	5138	36585	31447	5138	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
84	623	623	9730	9107	623	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
87	478	478	6670	6192	478	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
90	294	305	2278	1973	294	0	0.6	1000	0.11	9.521	13.391	0.5	M3-1
12	0	0	0	0	0	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
24	19	19	528	509	20	1	0.6	1000	0.1	9.542	18.094	0.5	M3-1
27	1012	1012	3403	2391	1012	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
30	2244	2244	20706	18462	2266	22	0.6	1000	0.1	9.542	18.094	0.5	M3-1
33	14453	14843	188191	173348	14453	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
36	7238867	7242680	9894576	2651896	7238870	3	0.6	1000	0.1	9.542	18.094	0.5	M3-1
39	262923	263445	2729616	2466171	262923	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
42	35646	35878	2158003	2122125	35646	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
45	52036	56285	3736011	3679726	52037	1	0.6	1000	0.1	9.542	18.094	0.5	M3-1
48	726900	728177	10776403	10048226	726908	8	0.6	1000	0.1	9.542	18.094	0.5	M3-1
51	439575	443478	10131751	9688273	439575	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
54	101254	102378	5519503	5417125	101258	4	0.6	1000	0.1	9.542	18.094	0.5	M3-1
57	99415	99788	4837605	4737817	99706	291	0.6	1000	0.1	9.542	18.094	0.5	M3-1
59	0	0	0	0	0	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
60	220898	221616	3573801	3352185	220937	39	0.6	1000	0.1	9.542	18.094	0.5	M3-1
62	0	0	0	0	0	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
63	575489	576491	9748320	9171829	575489	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
64	0	0	0	0	0	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
66	293040	293128	2492028	2198900	293040	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
68	10	10	15	5	10	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
69	359627	359725	4045590	3685865	359627	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
72	72643	75317	1553203	1477886	72643	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
75	18349	18352	328455	310103	18349	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
76	0	0	0	0	0	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
78	132571	132572	773146	640574	132571	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
81	5138	5138	36585	31447	5138	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
84	590	623	9730	9107	590	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
87	478	478	6670	6192	478	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
90	294	305	2278	1973	294	0	0.6	1000	0.1	9.542	18.094	0.5	M3-1
